amount,count,relative
128.2,41,0.0103
128.3,39,0.0098
128.4,35,0.0088
128.5,30,0.0076
128.6,37,0.0093
128.7,42,0.0106
128.8,43,0.0108
128.9,65,0.0164
129.0,58,0.0146
129.1,34,0.0086
129.2,29,0.0073
129.3,37,0.0093
129.4,34,0.0086
129.5,45,0.0113
129.6,71,0.0179
129.7,45,0.0113
129.8,47,0.0118
129.9,58,0.0146
130.0,37,0.0093
130.1,41,0.0103
130.2,37,0.0093
130.3,34,0.0086
130.4,43,0.0108
130.5,36,0.0091
130.6,35,0.0088
130.7,51,0.0129
130.8,45,0.0113
130.9,55,0.0139
131.0,34,0.0086
131.1,42,0.0106
131.2,50,0.0126
131.3,42,0.0106
131.4,29,0.0073
131.5,54,0.0136
131.6,37,0.0093
131.7,35,0.0088
131.8,33,0.0083
131.9,47,0.0118
132.0,31,0.0078
132.1,39,0.0098
132.2,36,0.0091
132.3,48,0.0121
132.4,40,0.0101
132.5,43,0.0108
132.6,36,0.0091
132.7,38,0.0096
132.8,43,0.0108
132.9,37,0.0093
133.0,58,0.0146
133.1,47,0.0118
133.2,41,0.0103
133.3,46,0.0116
133.4,34,0.0086
133.5,35,0.0088
133.6,29,0.0073
133.7,37,0.0093
133.8,25,0.0063
133.9,46,0.0116
134.0,27,0.0068
134.1,38,0.0096
134.2,25,0.0063
134.3,34,0.0086
134.4,40,0.0101
134.5,31,0.0078
134.6,47,0.0118
134.7,38,0.0096
134.8,42,0.0106
134.9,39,0.0098
135.0,28,0.0071
135.1,32,0.0081
135.2,43,0.0108
135.3,37,0.0093
135.4,40,0.0101
135.5,43,0.0108
135.6,33,0.0083
135.7,41,0.0103
135.8,32,0.0081
135.9,28,0.0071
136.0,47,0.0118
136.1,22,0.0055
136.2,38,0.0096
136.3,40,0.0101
136.4,43,0.0108
136.5,46,0.0116
136.6,52,0.0131
136.7,41,0.0103
136.8,26,0.0066
136.9,39,0.0098
137.0,85,0.0214
137.1,37,0.0093
137.2,55,0.0139
137.3,41,0.0103
137.4,40,0.0101
137.5,41,0.0103
137.6,47,0.0118
137.7,38,0.0096
137.8,29,0.0073
137.9,36,0.0091
138.0,68,0.0171
138.1,45,0.0113
138.2,43,0.0108
138.3,35,0.0088
138.4,55,0.0139
138.5,38,0.0096
138.6,29,0.0073
138.7,37,0.0093
138.8,43,0.0108
138.9,30,0.0076
139.0,81,0.0204
139.1,46,0.0116
139.2,40,0.0101
139.3,33,0.0083
139.4,47,0.0118
139.5,38,0.0096
139.6,46,0.0116
139.7,39,0.0098
139.8,28,0.0071
139.9,39,0.0098
140.0,29,0.0073
140.1,34,0.0086
140.2,44,0.0111
140.3,32,0.0081
140.4,31,0.0078
140.5,36,0.0091
140.6,24,0.0061
140.7,29,0.0073
140.8,26,0.0066
140.9,40,0.0101
141.0,83,0.0209
141.1,35,0.0088
141.2,38,0.0096
141.3,36,0.0091
141.4,33,0.0083
141.5,34,0.0086
141.6,38,0.0096
141.7,36,0.0091
141.8,40,0.0101
141.9,39,0.0098
142.0,37,0.0093
142.1,31,0.0078
142.2,37,0.0093
142.3,34,0.0086
142.4,29,0.0073
142.5,35,0.0088
142.6,47,0.0118
142.7,30,0.0076
142.8,41,0.0103
142.9,23,0.0058
143.0,46,0.0116
143.1,35,0.0088
143.2,31,0.0078
143.3,25,0.0063
143.4,42,0.0106
143.5,28,0.0071
143.6,37,0.0093
143.7,32,0.0081
143.8,49,0.0124
143.9,35,0.0088
144.0,45,0.0113
144.1,30,0.0076
144.2,36,0.0091
144.3,32,0.0081
144.4,41,0.0103
144.5,45,0.0113
144.6,32,0.0081
144.7,40,0.0101
144.8,40,0.0101
144.9,25,0.0063
145.0,94,0.0237
145.1,35,0.0088
145.2,28,0.0071
145.3,25,0.0063
145.4,27,0.0068
145.5,36,0.0091
145.6,29,0.0073
145.7,39,0.0098
145.8,28,0.0071
145.9,30,0.0076
146.0,31,0.0078
146.1,35,0.0088
146.2,32,0.0081
146.3,33,0.0083
146.4,34,0.0086
146.5,36,0.0091
146.6,34,0.0086
146.7,29,0.0073
146.8,47,0.0118
146.9,29,0.0073
147.0,45,0.0113
147.1,41,0.0103
147.2,38,0.0096
147.3,36,0.0091
147.4,34,0.0086
147.5,37,0.0093
147.6,38,0.0096
147.7,31,0.0078
147.8,30,0.0076
147.9,43,0.0108
148.0,116,0.0292
148.1,38,0.0096
148.2,27,0.0068
148.3,37,0.0093
148.4,41,0.0103
148.5,33,0.0083
148.6,35,0.0088
148.7,30,0.0076
148.8,33,0.0083
148.9,27,0.0068
149.0,30,0.0076
149.1,30,0.0076
149.2,28,0.0071
149.3,31,0.0078
149.4,30,0.0076
149.5,31,0.0078
149.6,32,0.0081
149.7,34,0.0086
149.8,40,0.0101
149.9,29,0.0073
150.0,180,0.0454
150.1,34,0.0086
150.2,29,0.0073
150.3,36,0.0091
150.4,34,0.0086
150.5,27,0.0068
150.6,25,0.0063
150.7,35,0.0088
150.8,36,0.0091
150.9,30,0.0076
151.0,62,0.0156
151.1,31,0.0078
151.2,33,0.0083
151.3,32,0.0081
151.4,34,0.0086
151.5,35,0.0088
151.6,33,0.0083
151.7,38,0.0096
151.8,30,0.0076
151.9,28,0.0071
152.0,135,0.034
152.1,25,0.0063
152.2,36,0.0091
152.3,35,0.0088
152.4,36,0.0091
152.5,43,0.0108
152.6,41,0.0103
152.7,21,0.0053
152.8,15,0.0038
152.9,35,0.0088
153.0,96,0.0242
153.1,34,0.0086
153.2,44,0.0111
153.3,35,0.0088
153.4,23,0.0058
153.5,33,0.0083
153.6,26,0.0066
153.7,28,0.0071
153.8,27,0.0068
153.9,26,0.0066
154.0,27,0.0068
154.1,35,0.0088
154.2,26,0.0066
154.3,40,0.0101
154.4,31,0.0078
154.5,27,0.0068
154.6,38,0.0096
154.7,37,0.0093
154.8,25,0.0063
154.9,36,0.0091
155.0,33,0.0083
155.1,41,0.0103
155.2,24,0.0061
155.3,31,0.0078
155.4,35,0.0088
155.5,26,0.0066
155.6,27,0.0068
155.7,29,0.0073
155.8,26,0.0066
155.9,26,0.0066
156.0,25,0.0063
156.1,31,0.0078
156.2,31,0.0078
156.3,25,0.0063
156.4,29,0.0073
156.5,22,0.0055
156.6,29,0.0073
156.7,31,0.0078
156.8,26,0.0066
156.9,29,0.0073
157.0,76,0.0192
157.1,35,0.0088
157.2,26,0.0066
157.3,35,0.0088
157.4,38,0.0096
157.5,33,0.0083
157.6,36,0.0091
157.7,28,0.0071
157.8,33,0.0083
157.9,40,0.0101
158.0,33,0.0083
158.1,28,0.0071
158.2,20,0.005
158.3,40,0.0101
158.4,32,0.0081
158.5,26,0.0066
158.6,35,0.0088
158.7,32,0.0081
158.8,28,0.0071
158.9,32,0.0081
159.0,40,0.0101
159.1,22,0.0055
159.2,30,0.0076
159.3,35,0.0088
159.4,32,0.0081
159.5,33,0.0083
159.6,33,0.0083
159.7,25,0.0063
159.8,29,0.0073
159.9,40,0.0101
160.0,36,0.0091
160.1,30,0.0076
160.2,29,0.0073
160.3,28,0.0071
160.4,38,0.0096
160.5,23,0.0058
160.6,29,0.0073
160.7,26,0.0066
160.8,27,0.0068
160.9,28,0.0071
161.0,53,0.0134
161.1,31,0.0078
161.2,24,0.0061
161.3,35,0.0088
161.4,23,0.0058
161.5,17,0.0043
161.6,29,0.0073
161.7,37,0.0093
161.8,34,0.0086
161.9,28,0.0071
162.0,23,0.0058
162.1,41,0.0103
162.2,23,0.0058
162.3,25,0.0063
162.4,31,0.0078
162.5,29,0.0073
162.6,23,0.0058
162.7,35,0.0088
162.8,23,0.0058
162.9,26,0.0066
163.0,26,0.0066
163.1,31,0.0078
163.2,38,0.0096
163.3,29,0.0073
163.4,23,0.0058
163.5,23,0.0058
163.6,26,0.0066
163.7,22,0.0055
163.8,27,0.0068
163.9,28,0.0071
164.0,45,0.0113
164.1,32,0.0081
164.2,29,0.0073
164.3,25,0.0063
164.4,28,0.0071
164.5,31,0.0078
164.6,38,0.0096
164.7,28,0.0071
164.8,31,0.0078
164.9,41,0.0103
165.0,30,0.0076
165.1,35,0.0088
165.2,29,0.0073
165.3,25,0.0063
165.4,25,0.0063
165.5,37,0.0093
165.6,33,0.0083
165.7,35,0.0088
165.8,25,0.0063
165.9,28,0.0071
166.0,74,0.0187
166.1,25,0.0063
166.2,35,0.0088
166.3,31,0.0078
166.4,29,0.0073
166.5,34,0.0086
166.6,20,0.005
166.7,27,0.0068
166.8,33,0.0083
166.9,39,0.0098
167.0,65,0.0164
167.1,21,0.0053
167.2,26,0.0066
167.3,29,0.0073
167.4,20,0.005
167.5,23,0.0058
167.6,21,0.0053
167.7,30,0.0076
167.8,27,0.0068
167.9,30,0.0076
168.0,28,0.0071
168.1,24,0.0061
168.2,19,0.0048
168.3,13,0.0033
168.4,25,0.0063
168.5,23,0.0058
168.6,27,0.0068
168.7,26,0.0066
168.8,43,0.0108
168.9,24,0.0061
169.0,77,0.0194
169.1,27,0.0068
169.2,29,0.0073
169.3,31,0.0078
169.4,28,0.0071
169.5,24,0.0061
169.6,27,0.0068
169.7,17,0.0043
169.8,21,0.0053
169.9,19,0.0048
170.0,35,0.0088
170.1,29,0.0073
170.2,24,0.0061
170.3,21,0.0053
170.4,28,0.0071
170.5,35,0.0088
170.6,23,0.0058
170.7,33,0.0083
170.8,34,0.0086
170.9,27,0.0068
171.0,22,0.0055
171.1,37,0.0093
171.2,24,0.0061
171.3,30,0.0076
171.4,39,0.0098
171.5,43,0.0108
171.6,26,0.0066
171.7,18,0.0045
171.8,30,0.0076
171.9,36,0.0091
172.0,147,0.0371
172.1,34,0.0086
172.2,24,0.0061
172.3,34,0.0086
172.4,29,0.0073
172.5,24,0.0061
172.6,26,0.0066
172.7,20,0.005
172.8,20,0.005
172.9,33,0.0083
173.0,31,0.0078
173.1,28,0.0071
173.2,22,0.0055
173.3,22,0.0055
173.4,29,0.0073
173.5,18,0.0045
173.6,24,0.0061
173.7,33,0.0083
173.8,34,0.0086
173.9,38,0.0096
174.0,65,0.0164
174.1,29,0.0073
174.2,29,0.0073
174.3,25,0.0063
174.4,32,0.0081
174.5,24,0.0061
174.6,26,0.0066
174.7,31,0.0078
174.8,23,0.0058
174.9,19,0.0048
175.0,30,0.0076
175.1,36,0.0091
175.2,26,0.0066
175.3,41,0.0103
175.4,19,0.0048
175.5,32,0.0081
175.6,32,0.0081
175.7,22,0.0055
175.8,22,0.0055
175.9,26,0.0066
176.0,39,0.0098
176.1,26,0.0066
176.2,30,0.0076
176.3,23,0.0058
176.4,21,0.0053
176.5,25,0.0063
176.6,28,0.0071
176.7,22,0.0055
176.8,30,0.0076
176.9,25,0.0063
177.0,63,0.0159
177.1,22,0.0055
177.2,26,0.0066
177.3,34,0.0086
177.4,30,0.0076
177.5,25,0.0063
177.6,16,0.004
177.7,34,0.0086
177.8,22,0.0055
177.9,33,0.0083
178.0,68,0.0171
178.1,30,0.0076
178.2,30,0.0076
178.3,30,0.0076
178.4,23,0.0058
178.5,30,0.0076
178.6,24,0.0061
178.7,35,0.0088
178.8,28,0.0071
178.9,23,0.0058
179.0,23,0.0058
179.1,29,0.0073
179.2,26,0.0066
179.3,20,0.005
179.4,34,0.0086
179.5,18,0.0045
179.6,35,0.0088
179.7,28,0.0071
179.8,23,0.0058
179.9,16,0.004
180.0,186,0.0469
180.1,32,0.0081
180.2,26,0.0066
180.3,34,0.0086
180.4,31,0.0078
180.5,26,0.0066
180.6,23,0.0058
180.7,33,0.0083
180.8,21,0.0053
180.9,25,0.0063
181.0,25,0.0063
181.1,24,0.0061
181.2,25,0.0063
181.3,30,0.0076
181.4,21,0.0053
181.5,27,0.0068
181.6,25,0.0063
181.7,21,0.0053
181.8,17,0.0043
181.9,31,0.0078
182.0,26,0.0066
182.1,26,0.0066
182.2,27,0.0068
182.3,28,0.0071
182.4,16,0.004
182.5,28,0.0071
182.6,25,0.0063
182.7,21,0.0053
182.8,28,0.0071
182.9,25,0.0063
183.0,65,0.0164
183.1,26,0.0066
183.2,19,0.0048
183.3,23,0.0058
183.4,19,0.0048
183.5,30,0.0076
183.6,22,0.0055
183.7,30,0.0076
183.8,20,0.005
183.9,27,0.0068
184.0,39,0.0098
184.1,15,0.0038
184.2,34,0.0086
184.3,19,0.0048
184.4,19,0.0048
184.5,27,0.0068
184.6,31,0.0078
184.7,27,0.0068
184.8,26,0.0066
184.9,38,0.0096
185.0,47,0.0118
185.1,26,0.0066
185.2,19,0.0048
185.3,27,0.0068
185.4,21,0.0053
185.5,25,0.0063
185.6,25,0.0063
185.7,20,0.005
185.8,21,0.0053
185.9,27,0.0068
186.0,70,0.0176
186.1,19,0.0048
186.2,19,0.0048
186.3,21,0.0053
186.4,18,0.0045
186.5,28,0.0071
186.6,24,0.0061
186.7,23,0.0058
186.8,22,0.0055
186.9,20,0.005
187.0,23,0.0058
187.1,26,0.0066
187.2,24,0.0061
187.3,32,0.0081
187.4,20,0.005
187.5,27,0.0068
187.6,36,0.0091
187.7,22,0.0055
187.8,18,0.0045
187.9,21,0.0053
188.0,75,0.0189
188.1,26,0.0066
188.2,26,0.0066
188.3,17,0.0043
188.4,27,0.0068
188.5,22,0.0055
188.6,26,0.0066
188.7,28,0.0071
188.8,24,0.0061
188.9,25,0.0063
189.0,67,0.0169
189.1,25,0.0063
189.2,27,0.0068
189.3,34,0.0086
189.4,26,0.0066
189.5,22,0.0055
189.6,25,0.0063
189.7,16,0.004
189.8,21,0.0053
189.9,16,0.004
190.0,34,0.0086
190.1,23,0.0058
190.2,29,0.0073
190.3,25,0.0063
190.4,16,0.004
190.5,26,0.0066
190.6,22,0.0055
190.7,24,0.0061
190.8,22,0.0055
190.9,19,0.0048
191.0,27,0.0068
191.1,25,0.0063
191.2,19,0.0048
191.3,21,0.0053
191.4,27,0.0068
191.5,20,0.005
191.6,16,0.004
191.7,26,0.0066
191.8,28,0.0071
191.9,23,0.0058
192.0,94,0.0237
192.1,30,0.0076
192.2,22,0.0055
192.3,23,0.0058
192.4,21,0.0053
192.5,25,0.0063
192.6,16,0.004
192.7,21,0.0053
192.8,25,0.0063
192.9,20,0.005
193.0,57,0.0144
193.1,24,0.0061
193.2,18,0.0045
193.3,21,0.0053
193.4,27,0.0068
193.5,13,0.0033
193.6,28,0.0071
193.7,27,0.0068
193.8,25,0.0063
193.9,24,0.0061
194.0,22,0.0055
194.1,19,0.0048
194.2,19,0.0048
194.3,34,0.0086
194.4,22,0.0055
194.5,21,0.0053
194.6,26,0.0066
194.7,19,0.0048
194.8,30,0.0076
194.9,31,0.0078
195.0,23,0.0058
195.1,32,0.0081
195.2,23,0.0058
195.3,29,0.0073
195.4,16,0.004
195.5,20,0.005
195.6,19,0.0048
195.7,29,0.0073
195.8,23,0.0058
195.9,25,0.0063
196.0,24,0.0061
196.1,20,0.005
196.2,19,0.0048
196.3,19,0.0048
196.4,22,0.0055
196.5,23,0.0058
196.6,25,0.0063
196.7,13,0.0033
196.8,10,0.0025
196.9,19,0.0048
197.0,52,0.0131
197.1,30,0.0076
197.2,20,0.005
197.3,21,0.0053
197.4,19,0.0048
197.5,14,0.0035
197.6,25,0.0063
197.7,19,0.0048
197.8,28,0.0071
197.9,13,0.0033
198.0,38,0.0096
198.1,21,0.0053
198.2,25,0.0063
198.3,31,0.0078
198.4,27,0.0068
198.5,19,0.0048
198.6,21,0.0053
198.7,20,0.005
198.8,19,0.0048
198.9,21,0.0053
199.0,26,0.0066
199.1,27,0.0068
199.2,29,0.0073
199.3,19,0.0048
199.4,20,0.005
199.5,17,0.0043
199.6,14,0.0035
199.7,25,0.0063
199.8,33,0.0083
199.9,18,0.0045
200.0,1095,0.276
200.1,24,0.0061
200.2,18,0.0045
200.3,18,0.0045
200.4,17,0.0043
200.5,23,0.0058
200.6,20,0.005
200.7,17,0.0043
200.8,24,0.0061
200.9,25,0.0063
201.0,12,0.003
201.1,24,0.0061
201.2,21,0.0053
201.3,19,0.0048
201.4,14,0.0035
201.5,19,0.0048
201.6,20,0.005
201.7,26,0.0066
201.8,21,0.0053
201.9,14,0.0035
202.0,29,0.0073
202.1,16,0.004
202.2,27,0.0068
202.3,25,0.0063
202.4,14,0.0035
202.5,17,0.0043
202.6,15,0.0038
202.7,12,0.003
202.8,19,0.0048
202.9,20,0.005
203.0,21,0.0053
203.1,22,0.0055
203.2,16,0.004
203.3,21,0.0053
203.4,16,0.004
203.5,15,0.0038
203.6,14,0.0035
203.7,21,0.0053
203.8,24,0.0061
203.9,24,0.0061
204.0,103,0.026
204.1,17,0.0043
204.2,16,0.004
204.3,11,0.0028
204.4,16,0.004
204.5,18,0.0045
204.6,19,0.0048
204.7,25,0.0063
204.8,13,0.0033
204.9,18,0.0045
205.0,45,0.0113
205.1,19,0.0048
205.2,19,0.0048
205.3,20,0.005
205.4,11,0.0028
205.5,22,0.0055
205.6,21,0.0053
205.7,14,0.0035
205.8,15,0.0038
205.9,25,0.0063
206.0,19,0.0048
206.1,23,0.0058
206.2,20,0.005
206.3,23,0.0058
206.4,17,0.0043
206.5,13,0.0033
206.6,24,0.0061
206.7,18,0.0045
206.8,10,0.0025
206.9,17,0.0043
207.0,82,0.0207
207.1,23,0.0058
207.2,20,0.005
207.3,20,0.005
207.4,17,0.0043
207.5,22,0.0055
207.6,17,0.0043
207.7,22,0.0055
207.8,18,0.0045
207.9,24,0.0061
208.0,32,0.0081
208.1,33,0.0083
208.2,9,0.0023
208.3,23,0.0058
208.4,18,0.0045
208.5,13,0.0033
208.6,22,0.0055
208.7,17,0.0043
208.8,27,0.0068
208.9,13,0.0033
209.0,18,0.0045
209.1,15,0.0038
209.2,19,0.0048
209.3,15,0.0038
209.4,24,0.0061
209.5,22,0.0055
209.6,27,0.0068
209.7,27,0.0068
209.8,23,0.0058
209.9,20,0.005
210.0,219,0.0552
210.1,22,0.0055
210.2,12,0.003
210.3,13,0.0033
210.4,20,0.005
210.5,20,0.005
210.6,27,0.0068
210.7,13,0.0033
210.8,17,0.0043
210.9,17,0.0043
211.0,13,0.0033
211.1,13,0.0033
211.2,24,0.0061
211.3,19,0.0048
211.4,26,0.0066
211.5,13,0.0033
211.6,16,0.004
211.7,14,0.0035
211.8,17,0.0043
211.9,16,0.004
212.0,14,0.0035
212.1,16,0.004
212.2,19,0.0048
212.3,12,0.003
212.4,14,0.0035
212.5,18,0.0045
212.6,20,0.005
212.7,14,0.0035
212.8,17,0.0043
212.9,22,0.0055
213.0,72,0.0182
213.1,14,0.0035
213.2,28,0.0071
213.3,22,0.0055
213.4,12,0.003
213.5,17,0.0043
213.6,12,0.003
213.7,14,0.0035
213.8,13,0.0033
213.9,20,0.005
214.0,21,0.0053
214.1,16,0.004
214.2,20,0.005
214.3,15,0.0038
214.4,25,0.0063
214.5,16,0.004
214.6,19,0.0048
214.7,19,0.0048
214.8,7,0.0018
214.9,17,0.0043
215.0,41,0.0103
215.1,11,0.0028
215.2,16,0.004
215.3,19,0.0048
215.4,17,0.0043
215.5,16,0.004
215.6,19,0.0048
215.7,23,0.0058
215.8,22,0.0055
215.9,30,0.0076
216.0,36,0.0091
216.1,16,0.004
216.2,22,0.0055
216.3,18,0.0045
216.4,15,0.0038
216.5,18,0.0045
216.6,14,0.0035
216.7,17,0.0043
216.8,11,0.0028
216.9,7,0.0018
217.0,51,0.0129
217.1,11,0.0028
217.2,15,0.0038
217.3,11,0.0028
217.4,31,0.0078
217.5,15,0.0038
217.6,13,0.0033
217.7,21,0.0053
217.8,15,0.0038
217.9,12,0.003
218.0,78,0.0197
218.1,17,0.0043
218.2,17,0.0043
218.3,6,0.0015
218.4,12,0.003
218.5,18,0.0045
218.6,19,0.0048
218.7,17,0.0043
218.8,20,0.005
218.9,13,0.0033
219.0,42,0.0106
219.1,18,0.0045
219.2,16,0.004
219.3,13,0.0033
219.4,13,0.0033
219.5,14,0.0035
219.6,25,0.0063
219.7,14,0.0035
219.8,19,0.0048
219.9,15,0.0038
220.0,31,0.0078
220.1,13,0.0033
220.2,10,0.0025
220.3,17,0.0043
220.4,14,0.0035
220.5,16,0.004
220.6,11,0.0028
220.7,15,0.0038
220.8,11,0.0028
220.9,8,0.002
221.0,38,0.0096
221.1,14,0.0035
221.2,15,0.0038
221.3,9,0.0023
221.4,13,0.0033
221.5,19,0.0048
221.6,13,0.0033
221.7,16,0.004
221.8,16,0.004
221.9,27,0.0068
222.0,52,0.0131
222.1,6,0.0015
222.2,16,0.004
222.3,20,0.005
222.4,19,0.0048
222.5,13,0.0033
222.6,16,0.004
222.7,15,0.0038
222.8,16,0.004
222.9,19,0.0048
223.0,43,0.0108
223.1,16,0.004
223.2,15,0.0038
223.3,18,0.0045
223.4,17,0.0043
223.5,9,0.0023
223.6,9,0.0023
223.7,16,0.004
223.8,15,0.0038
223.9,14,0.0035
224.0,51,0.0129
224.1,9,0.0023
224.2,18,0.0045
224.3,10,0.0025
224.4,16,0.004
224.5,11,0.0028
224.6,19,0.0048
224.7,17,0.0043
224.8,14,0.0035
224.9,16,0.004
225.0,12,0.003
225.1,17,0.0043
225.2,18,0.0045
225.3,10,0.0025
225.4,10,0.0025
225.5,13,0.0033
225.6,11,0.0028
225.7,14,0.0035
225.8,14,0.0035
225.9,12,0.003
226.0,64,0.0161
226.1,19,0.0048
226.2,13,0.0033
226.3,6,0.0015
226.4,16,0.004
226.5,13,0.0033
226.6,15,0.0038
226.7,25,0.0063
226.8,19,0.0048
226.9,18,0.0045
227.0,46,0.0116
227.1,15,0.0038
227.2,10,0.0025
227.3,11,0.0028
227.4,12,0.003
227.5,13,0.0033
227.6,10,0.0025
227.7,16,0.004
227.8,14,0.0035
227.9,17,0.0043
228.0,23,0.0058
228.1,10,0.0025
228.2,12,0.003
228.3,11,0.0028
228.4,18,0.0045
228.5,20,0.005
228.6,15,0.0038
228.7,17,0.0043
228.8,13,0.0033
228.9,7,0.0018
229.0,41,0.0103
229.1,13,0.0033
229.2,17,0.0043
229.3,8,0.002
229.4,16,0.004
229.5,15,0.0038
229.6,11,0.0028
229.7,12,0.003
229.8,12,0.003
229.9,5,0.0013
230.0,11,0.0028
230.1,21,0.0053
230.2,10,0.0025
230.3,8,0.002
230.4,12,0.003
230.5,13,0.0033
230.6,13,0.0033
230.7,10,0.0025
230.8,17,0.0043
230.9,12,0.003
231.0,16,0.004
231.1,15,0.0038
231.2,11,0.0028
231.3,9,0.0023
231.4,14,0.0035
231.5,9,0.0023
231.6,13,0.0033
231.7,11,0.0028
231.8,19,0.0048
231.9,12,0.003
232.0,71,0.0179
232.1,15,0.0038
232.2,15,0.0038
232.3,19,0.0048
232.4,14,0.0035
232.5,14,0.0035
232.6,7,0.0018
232.7,14,0.0035
232.8,15,0.0038
232.9,9,0.0023
233.0,9,0.0023
233.1,13,0.0033
233.2,12,0.003
233.3,6,0.0015
233.4,15,0.0038
233.5,17,0.0043
233.6,13,0.0033
233.7,9,0.0023
233.8,15,0.0038
233.9,14,0.0035
234.0,14,0.0035
234.1,10,0.0025
234.2,11,0.0028
234.3,11,0.0028
234.4,14,0.0035
234.5,13,0.0033
234.6,8,0.002
234.7,11,0.0028
234.8,11,0.0028
234.9,14,0.0035
235.0,13,0.0033
235.1,8,0.002
235.2,20,0.005
235.3,21,0.0053
235.4,10,0.0025
235.5,19,0.0048
235.6,15,0.0038
235.7,15,0.0038
235.8,4,0.001
235.9,11,0.0028
236.0,33,0.0083
236.1,12,0.003
236.2,11,0.0028
236.3,20,0.005
236.4,16,0.004
236.5,9,0.0023
236.6,15,0.0038
236.7,8,0.002
236.8,11,0.0028
236.9,10,0.0025
237.0,12,0.003
237.1,12,0.003
237.2,7,0.0018
237.3,14,0.0035
237.4,15,0.0038
237.5,11,0.0028
237.6,10,0.0025
237.7,8,0.002
237.8,10,0.0025
237.9,16,0.004
238.0,9,0.0023
238.1,10,0.0025
238.2,10,0.0025
238.3,12,0.003
238.4,17,0.0043
238.5,14,0.0035
238.6,5,0.0013
238.7,14,0.0035
238.8,11,0.0028
238.9,16,0.004
239.0,12,0.003
239.1,16,0.004
239.2,12,0.003
239.3,11,0.0028
239.4,10,0.0025
239.5,15,0.0038
239.6,14,0.0035
239.7,17,0.0043
239.8,8,0.002
239.9,8,0.002
240.0,201,0.0507
240.1,6,0.0015
240.2,16,0.004
240.3,18,0.0045
240.4,15,0.0038
240.5,11,0.0028
240.6,11,0.0028
240.7,2,0.0005
240.8,11,0.0028
240.9,13,0.0033
241.0,12,0.003
241.1,13,0.0033
241.2,10,0.0025
241.3,10,0.0025
241.4,10,0.0025
241.5,12,0.003
241.6,11,0.0028
241.7,8,0.002
241.8,15,0.0038
241.9,11,0.0028
242.0,44,0.0111
242.1,21,0.0053
242.2,14,0.0035
242.3,7,0.0018
242.4,6,0.0015
242.5,19,0.0048
242.6,11,0.0028
242.7,13,0.0033
242.8,8,0.002
242.9,12,0.003
243.0,14,0.0035
243.1,10,0.0025
243.2,14,0.0035
243.3,18,0.0045
243.4,10,0.0025
243.5,10,0.0025
243.6,17,0.0043
243.7,8,0.002
243.8,10,0.0025
243.9,2,0.0005
244.0,9,0.0023
244.1,9,0.0023
244.2,18,0.0045
244.3,11,0.0028
244.4,8,0.002
244.5,14,0.0035
244.6,9,0.0023
244.7,16,0.004
244.8,11,0.0028
244.9,7,0.0018
245.0,7,0.0018
245.1,13,0.0033
245.2,11,0.0028
245.3,11,0.0028
245.4,14,0.0035
245.5,13,0.0033
245.6,10,0.0025
245.7,8,0.002
245.8,15,0.0038
245.9,7,0.0018
246.0,6,0.0015
246.1,12,0.003
246.2,12,0.003
246.3,8,0.002
246.4,8,0.002
246.5,14,0.0035
246.6,10,0.0025
246.7,17,0.0043
246.8,13,0.0033
246.9,5,0.0013
247.0,46,0.0116
247.1,11,0.0028
247.2,10,0.0025
247.3,9,0.0023
247.4,9,0.0023
247.5,6,0.0015
247.6,12,0.003
247.7,12,0.003
247.8,5,0.0013
247.9,14,0.0035
248.0,10,0.0025
248.1,4,0.001
248.2,16,0.004
248.3,17,0.0043
248.4,13,0.0033
248.5,10,0.0025
248.6,15,0.0038
248.7,9,0.0023
248.8,10,0.0025
248.9,13,0.0033
249.0,17,0.0043
249.1,11,0.0028
249.2,12,0.003
249.3,7,0.0018
249.4,6,0.0015
249.5,14,0.0035
249.6,10,0.0025
249.7,4,0.001
249.8,10,0.0025
249.9,10,0.0025
250.0,104,0.0262
250.1,13,0.0033
250.2,11,0.0028
250.3,12,0.003
250.4,15,0.0038
250.5,20,0.005
250.6,11,0.0028
250.7,9,0.0023
250.8,8,0.002
250.9,5,0.0013
251.0,88,0.0222
251.1,7,0.0018
251.2,10,0.0025
251.3,7,0.0018
251.4,9,0.0023
251.5,7,0.0018
251.6,8,0.002
251.7,9,0.0023
251.8,7,0.0018
251.9,12,0.003
252.0,16,0.004
252.1,7,0.0018
252.2,11,0.0028
252.3,8,0.002
252.4,7,0.0018
252.5,8,0.002
252.6,10,0.0025
252.7,8,0.002
252.8,8,0.002
252.9,8,0.002
253.0,20,0.005
253.1,10,0.0025
253.2,9,0.0023
253.3,8,0.002
253.4,11,0.0028
253.5,12,0.003
253.6,7,0.0018
253.7,10,0.0025
253.8,9,0.0023
253.9,2,0.0005
254.0,67,0.0169
254.1,4,0.001
254.2,10,0.0025
254.3,7,0.0018
254.4,10,0.0025
254.5,14,0.0035
254.6,11,0.0028
254.7,5,0.0013
254.8,13,0.0033
254.9,8,0.002
255.0,28,0.0071
255.1,10,0.0025
255.2,16,0.004
255.3,13,0.0033
255.4,7,0.0018
255.5,7,0.0018
255.6,6,0.0015
255.7,14,0.0035
255.8,7,0.0018
255.9,9,0.0023
256.0,8,0.002
256.1,9,0.0023
256.2,15,0.0038
256.3,11,0.0028
256.4,11,0.0028
256.5,7,0.0018
256.6,10,0.0025
